ISO3,Name,Year,Start Date,Event Name,Hazard Category,Hazard Type,New Displacements
USA,United States,2019,2019-11-25,USA: Wildfire (Cave) - California (Santa Barbara County) - 25/11/2019,Weather related,Wildfire,5481
USA,United States,2019,2019-05-07,USA: Flash Flood - Houston (Texas) - 7/5/2019,Weather related,Flood,23
USA,United States,2019,2019-10-24,USA: Wildfire (Tick) - California (Los Angeles County) - 24/10/2019,Weather related,Wildfire,40000
USA,United States,2019,2019-10-16,USA: Storm - Massachusetts (Hanover) - 16/10/2019,Weather related,Storm,3
USA,United States,2019,2019-10-20,USA: Storm - Oklahoma (Wagoner and Tulsa counties) - 20/10/2019,Weather related,Storm,3
USA,United States,2019,2019-05-28,"USA: Tornado - Linwood, Leavenworth County (Kansas) - 28/5/2019",Weather related,Storm,31
USA,United States,2019,2019-05-28,"USA: Tornado - Lawrence, Douglas County (Kansas) - 28/5/2019",Weather related,Storm,31
USA,United States,2019,2019-05-19,"USA: Storm - Stockton, San Joaquin County (California) - 19/5/2019",Weather related,Storm,143
USA,United States,2019,2019-06-09,USA: Storm - Dallas county (Texas) - 9/6/2019,Weather related,Storm,534
USA,United States,2019,2019-03-14,USA: Tornado - Shiawasses; Genesee (Michigan) - 14/3/2019,Weather related,Storm,34
USA,United States,2019,2019-02-23,USA: Flooding - Metropolis (Illinois) - 23/2/2019,Weather related,Flood,16
USA,United States,2019,2019-01-11,USA: Storms - Southern California - 11/1/2019,Weather related,Storm,780
USA,United States,2019,2019-11-26,USA: Wildfire (Highway 50) - Oklahoma (Woodward County) - 26/11/2019,Weather related,Wildfire,5
USA,United States,2019,2019-09-06,"USA: Storm/Lightning - Centennial, Arapahoe County (Colorado) - 6/9/2019",Weather related,Storm,3
USA,United States,2019,2019-04-14,USA: Tornado - Richland County (Ohio) - 14/4/2019,Weather related,Storm,78
USA,United States,2019,2019-02-18,USA: Flooding - Cherokee County (Alabama) - 18/2/2019,Weather related,Flood,29
USA,United States,2019,2019-01-01,USA: Flooding - Perry county (Missouri) - 1/1/2019,Weather related,Flood,3
USA,United States,2019,2019-05-18,"USA: Tornado - Geronimo, Comanche County (Oklahoma) - 18/5/2019",Weather related,Storm,5
USA,United States,2019,2019-04-13,USA: Tornado - Robertson; Cherokee counties (Texas) - 13/4/2019,Weather related,Storm,330
USA,United States,2019,2019-02-23,USA: Flooding - Washington County; Johnson City (Tennessee) - 23/2/2019,Weather related,Flood,22
USA,United States,2019,2019-08-26,USA: Storm - Delaware County (Oklahoma) - 26/8/2019,Weather related,Storm,10
USA,United States,2019,2019-10-25,USA: Wildfire (Sawday) - California (San Diego County) - 25/10/2019,Weather related,Wildfire,170
USA,United States,2019,2019-05-27,USA: Tornado - Wright-Patterson Air Force Base (Ohio) - 27/5/2019,Weather related,Storm,23
USA,United States,2019,2019-06-03,USA: Wildfire (243) - Grant County (Washington) - 3/6/2019,Weather related,Wildfire,65
USA,United States,2019,2019-08-24,"USA: Tornado - El Reno, Canadian County (Oklahoma) - 24/8/2019",Weather related,Storm,39
USA,United States,2019,2019-10-21,USA: Wildfire (Pacific Palisades) - California (Los Angeles County) - 21/10/2019,Weather related,Wildfire,520
USA,United States,2019,2019-08-09,USA: Flood - Crawford County (Arkansas) - 9/8/2019,Weather related,Flood,3
USA,United States,2019,2019-02-27,USA: Riverine Flooding - Guerneville; Sonoma County (California) - 27/2/2019,Weather related,Flood,1800
USA,United States,2019,2019-07-15,USA: Wildfire - San Jose (California) - 15/7/2019,Weather related,Wildfire,5
USA,United States,2019,2019-07-08,USA: Flood - Arlington (Virginia) - 8/7/2019,Weather related,Flood,3
USA,United States,2019,2019-01-19,"USA: Tornado - Wetumpka, Elmore County (Alabama) - 19/1/2019",Weather related,Storm,65
USA,United States,2019,2019-02-23,USA: Flooding - Hardin County (Tennessee) - 25/2/2019,Weather related,Flood,100
USA,United States,2019,2019-07-14,USA: Wildfire (Pine Flat) - Yavapai County (Arizona) - 14/7/2019,Weather related,Wildfire,30
USA,United States,2019,2019-05-11,USA: Flash Flood - Mississippi - 11/5/2019,Weather related,Flood,20
USA,United States,2019,2019-05-08,"USA: Brush fire - La Pine, Deschutes County (Oregon) - 8/5/2019",Weather related,Wildfire,3
USA,United States,2019,2019-07-11,"USA: Brush Fire - Maalaea; North Kihei, Maui (Hawaii) - 11/7/2019",Weather related,Wildfire,500
USA,United States,2019,2019-07-11,USA: Wildfire (Kobe) - Denali Borough (Alaska) - 11/7/2019,Weather related,Wildfire,2
USA,United States,2019,2019-08-25,"USA: Wildfire - Glendale, Los Angeles County (California) - 25/8/2019",Weather related,Wildfire,260
USA,United States,2019,2019-03-03,USA: Tornado - Lee County (Alabama) - 3/3/2019,Weather related,Storm,1040
USA,United States,2019,2019-03-13,USA: Blizzard / Severe Winter - Colorado - 13/3/2019,Weather related,Extreme temperature,620
USA,United States,2019,2019-08-24,USA: Flood - Sebastian County (Arkansas) - 24/8/2019,Weather related,Flood,78
USA,United States,2019,2019-03-13,USA: Blizzard / Severe Winter - Wyoming - 13/3/2019,Weather related,Extreme temperature,2
USA,United States,2019,2019-05-08,"USA: Tornado - Pine Bluff, Jefferson County (Arkansas) - 8/5/2019",Weather related,Storm,192
USA,United States,2019,2019-05-05,USA: Flood (Brazos River) - Parker County (Texas) - 5/5/2019,Weather related,Flood,18
USA,United States,2019,2019-03-24,USA: Ice Jam Flooding (Yellowstone River) - McKenzie County (North Dakota) - 24/3/2019,Weather related,Flood,110
USA,United States,2019,2019-03-30,USA: Wildfire - Bay County (Florida) - 30/3/2019,Weather related,Wildfire,52
USA,United States,2019,2019-10-10,USA: Wildfire (Saddleridge) - California (Los Angeles County) - 10/10/2019,Weather related,Wildfire,100000
USA,United States,2019,2019-03-13,USA: Flooding - Iowa - 13/3/2019,Weather related,Flood,2000
USA,United States,2019,2019-11-26,USA: Wildfire (Gage) - Oklahoma (Ellis County) - 26/11/2019,Weather related,Wildfire,350
USA,United States,2019,2019-05-22,USA: Flood - Muskogee County (Oklahoma) - 22/5/2019,Weather related,Flood,2400
USA,United States,2019,2019-12-17,"USA: Tornado - Mississippi, Louisiana, Alabama - 17/12/2019",Weather related,Storm,42
USA,United States,2019,2019-05-10,USA: Flood - Reno County (Kansas) - 10/5/2019,Weather related,Flood,13
USA,United States,2019,2019-05-30,"USA: Flood - Rock Falls, Whiteside County (Illinois) - 30/5/2019",Weather related,Flood,3
USA,United States,2019,2019-03-12,USA: Tornado - Chaves County (New Mexico) - 12/3/2019,Weather related,Storm,47
USA,United States,2019,2019-03-14,USA: Storm - Blount County (Alabama) - 14/3/2019,Weather related,Storm,75
USA,United States,2019,2019-05-09,USA: Flood - Bossier Parish (Louisiana) - 8/5/2019,Weather related,Flood,3
USA,United States,2019,2019-02-23,USA: Tornado - Mississippi; Alabama - 23/2/2019,Weather related,Storm,13
USA,United States,2019,2019-10-31,USA: Wildfire (46) - California (Riverside County) - 31/10/2019,Weather related,Wildfire,3600
USA,United States,2019,2019-05-18,USA: Tornado - Comanche County (Oklahoma) - 18/5/2019,Weather related,Storm,3
USA,United States,2019,2019-03-13,USA: Flooding - Wisconsin - 13/3/2019,Weather related,Flood,657
USA,United States,2019,2019-02-07,USA: Flooding - Columbus (Indiana) - 7/2/2019,Weather related,Flood,20
USA,United States,2019,2019-04-18,USA: Storm - Knoxville (Tennessee) - 18/4/2019,Weather related,Storm,70
USA,United States,2019,2019-02-05,"USA: Ice Jam Flooding - West Seneca, Erie county (New York) - 6/2/2019",Weather related,Flood,5
USA,United States,2019,2019-02-07,USA: Mudslide - Pittsburgh (Pennsylvania) - 7/2/2019,Weather related,Wet mass movement,10
USA,United States,2019,2019-02-05,"USA: Ice Jam Floods - Portland, Ionia county (Michigan) - 6/2/2019",Weather related,Flood,50
USA,United States,2019,2019-04-26,"USA: Tornado - Marbleton, Sublette County (Wyoming) - 26/4/2019",Weather related,Storm,7
USA,United States,2019,2019-02-21,USA: Riverine Flooding - Cheatham County (Tennessee) - 21/2/2019,Weather related,Flood,2
USA,United States,2019,2019-02-22,USA: Flooding - Calhoun County (Alabama) - 22/2/2019,Weather related,Flood,8
USA,United States,2019,2019-03-03,USA: Tornado - Baum Community; Leon County (Florida) - 3/3/2019,Weather related,Storm,13
USA,United States,2019,2019-04-18,USA: Storm - Morton (Mississippi) - 18/4/2019,Weather related,Storm,8
USA,United States,2019,2019-05-24,"USA: Flood - Fall River, Greenwood County (Kansas) - 24/5/2019",Weather related,Flood,150
USA,United States,2019,2019-03-20,USA: Wildfire - Cowlitz County (Washington) - 20/3/2019,Weather related,Wildfire,260
USA,United States,2019,2019-04-19,USA: Storm - Winston-Salem (North Carolina) - 19/4/2018,Weather related,Storm,17
USA,United States,2019,2019-10-31,USA: Wildfire (Hillside) - California (San Bernardino County) - 31/10/2019,Weather related,Wildfire,1300
USA,United States,2019,2019-10-21,USA: Tornado - Tennessee (Memphis) - 21/10/2019,Weather related,Storm,700
USA,United States,2019,2019-04-13,"USA: Flood - Canton, Madison County (Mississippi) - 13/4/2019",Weather related,Flood,31
USA,United States,2019,2019-05-27,USA: Tornado - Greene County (Ohio) - 27/5/2019,Weather related,Storm,910
USA,United States,2019,2019-07-17,USA: Storm/Lightning - Middletown (Pennsylvania) - 17/7/2019,Weather related,Storm,170
USA,United States,2019,2019-10-31,USA: Tornado - Pennsylvania (Delaware County) - 31/10/2019,Weather related,Storm,21
USA,United States,2019,2019-04-14,USA: Storm - Camden County (New Jersey) - 14/4/2018,Weather related,Storm,52
USA,United States,2019,2019-01-24,"USA: Flooding - Whitesboro, Oneida County (New York) - 24/1/2019",Weather related,Flood,3
USA,United States,2019,2019-04-30,USA: Storms - Oklahoma - 30/4/2019,Weather related,Storm,8
USA,United States,2019,2019-01-24,"USA: Flooding - Wallingford, New Haven county (Connecticut) - 24/1/2019",Weather related,Flood,24
USA,United States,2019,2019-05-25,USA: Flood - Arkansas - 25/5/2019,Weather related,Flood,1040
USA,United States,2019,2019-01-23,"USA: Flooding - Eastlake, Lake county (Ohio) - 19/1/2019",Weather related,Flood,5
USA,United States,2019,2019-06-20,"USA: Wildfire - Roosevelt area, Gila County (Arizona) - 20/6/2019",Weather related,Wildfire,200
USA,United States,2019,2019-03-03,USA: Tornado - Talbotton; Talbot County (Georgia) - 3/3/2019,Weather related,Storm,39
USA,United States,2019,2019-08-26,"Barbados, Canada, Grenada, Saint Lucia, St Vincent and the Grenadines, Bahamas, United States: Tropical storm / Hurricane Dorian - 26/08/2019",Weather related,Storm,453903
USA,United States,2019,2019-05-11,USA: Tornado - Suffolk (Virginia) - 11/5/2019,Weather related,Storm,16
USA,United States,2019,2019-04-29,USA: Flooding - Davenport (Iowa) - 29/4/2019,Weather related,Flood,25
USA,United States,2019,2019-05-20,USA: Tornado - Texas - 20/5/2019,Weather related,Storm,14
USA,United States,2019,2019-05-20,USA: Flood - Oklahoma - 20/5/2019,Weather related,Flood,50
USA,United States,2019,2019-05-27,"USA: Flood - Coffeyville, Montgomery County (Kansas) - 27/5/2019",Weather related,Flood,6
USA,United States,2019,2019-05-27,"USA: Tornado - Celina, Mercer County (Ohio) - 27/5/2019",Weather related,Storm,104
USA,United States,2019,2019-07-21,USA: Storm - Jefferson City (Missouri) - 21/7/2019,Weather related,Storm,5
USA,United States,2019,2019-04-25,"USA: Storm - Madden, Leake County (Mississippi) - 25/4/2019",Weather related,Storm,23
USA,United States,2019,2019-04-12,USA: Tornado - Clarke County (Ohio) - 12/4/2019,Weather related,Storm,3
USA,United States,2019,2019-02-25,USA: Flooding - Stewart County (Tennessee) - 25/2/2019,Weather related,Flood,52
USA,United States,2019,2019-01-24,"USA: Flooding - Brattleboro, Windham county (Vermont) - 24/1/2019",Weather related,Flood,50
USA,United States,2019,2019-05-27,USA: Tornado - Floyd County (Iowa) - 27/5/2019,Weather related,Storm,8
USA,United States,2019,2019-07-21,"USA: Storm - Ocala, Marion County (Florida) - 21/7/2019",Weather related,Storm,6
USA,United States,2019,2019-04-15,USA: Tornado - Lackawanna County (Pennsylvania) - 15/4/2019,Weather related,Storm,11
USA,United States,2019,2019-07-20,"USA: Ohio - Kinsman Township, Trumbull County (Ohio) - 20/7/2019",Weather related,Flood,66
USA,United States,2019,2019-04-13,"USA: Flood (McKay Creek) - Pendleton, Umatilla County (Oregon) - 15/4/2019",Weather related,Flood,35
USA,United States,2019,2019-11-26,USA: Grass Fire - Kansas (Elk County) - 26/11/2019,Weather related,Wildfire,60
USA,United States,2019,2019-11-21,USA: Brush Fire - Hawaii (Maui) - 21/11/2019,Weather related,Wildfire,31
USA,United States,2019,2019-10-31,USA: Floods - New York State - 31/10/2019,Weather related,Flood,300
USA,United States,2019,2019-07-19,USA: Extreme Heat - Philadelphia (Pennsylvania) - 19/7/2019,Weather related,Extreme temperature,250
USA,United States,2019,2019-08-08,USA: Flash Floods - Utah County (Utah) - 8/8/2019,Weather related,Flood,31
USA,United States,2019,2019-05-19,USA: Tornado - Lancaster County (Pennsylvania) - 19/5/2019,Weather related,Storm,10
USA,United States,2019,2019-08-08,USA: Wildfire (Golf) - Lake County (California) - 8/8/2019,Weather related,Wildfire,650
USA,United States,2019,2019-03-03,USA: Tornado - Cairo; Grady County (Georgia) - 3/3/2019,Weather related,Storm,57
USA,United States,2019,2019-03-07,USA: Wildfire (Ironworks) - Valencia County (New Mexico) - 7/3/2019,Weather related,Wildfire,90
USA,United States,2019,2019-06-07,"USA: Flood - Olive Branch, DeSoto County (Tennessee) - 7/6/2019",Weather related,Flood,8
USA,United States,2019,2019-05-27,"USA: Tornado - Pendleton, Madison County (Indiana) - 27/5/2019",Weather related,Storm,20
USA,United States,2019,2019-07-29,USA: Storm/Lightning - Orange County (Florida) - 29/7/2019,Weather related,Storm,2
USA,United States,2019,2019-06-08,USA: Wildfire (Sand) - Yolo County (California) - 8/6/2019,Weather related,Wildfire,325
USA,United States,2019,2019-12-29,USA: Storm - Tennessee - 29/12/2019,Weather related,Storm,1
USA,United States,2019,2019-06-09,USA: Storm - Coryell county (Texas) - 9/6/2019,Weather related,Storm,8
USA,United States,2019,2019-07-04,"USA: Earthquake - Ridgecrest, Kern County (California) - 4/7/2019",Geophysical,Earthquake,129
USA,United States,2019,2019-06-08,USA: Flooding - Mecklenburg; Catawba; Caldwell; Gaston (North Carolina) - 9/6/2019,Weather related,Flood,260
USA,United States,2019,2019-08-18,"USA: Storm - Grayville, White County (Illinois) - 18/8/2019",Weather related,Storm,3
USA,United States,2019,2019-06-06,USA: Tornado - Baton Rouge (Louisiana) - 6/6/2019,Weather related,Storm,50
USA,United States,2019,2019-08-02,USA: Wildfire (Eagle Canyon) - Lewis and Clark County (Montana) - 2/8/2019,Weather related,Wildfire,70
USA,United States,2019,2019-07-26,USA: Wildfire (North Hills) - Lewis and Clark County (Montana) - 26/7/2019,Weather related,Wildfire,650
USA,United States,2019,2019-09-23,USA: Tornado - Arizona (Cochise County) - 23/9/2019,Weather related,Storm,2
USA,United States,2019,2019-10-20,USA: Tornado - Texas - 20/10/2019,Weather related,Storm,224
USA,United States,2019,2019-08-15,USA: Storms - Indian River County (Florida) - 15/8/2019,Weather related,Storm,1
USA,United States,2019,2019-09-29,USA: Brushfire - California (Sonoma County) - 29/9/2019,Weather related,Wildfire,200
USA,United States,2019,2019-08-15,USA: Storms - Richmond area (Virginia) - 15/8/2019,Weather related,Storm,10
USA,United States,2019,2019-07-10,USA: Hurricane Barry - 10/7/2019,Weather related,Storm,313
USA,United States,2019,2019-08-15,"USA: Wildfire - Deer Creek Canyon, Jefferson County (Colorado) - 15/8/2019",Weather related,Wildfire,853
USA,United States,2019,2019-02-23,"USA: Riverine Flood - Columbia, Maury County (Tennessee) - 23/2/2019",Weather related,Flood,15
USA,United States,2019,2019-10-03,USA: Brushfire - California (San Diego County) - 3/10/2019,Weather related,Wildfire,8
USA,United States,2019,2019-09-08,USA: Wildfire (Decker) - Colorado (Chaffee County) - 8/9/2019,Weather related,Wildfire,286
USA,United States,2019,2019-07-27,USA: Wildfire (Meyer) - Nevada County (California) - 27/7/2019,Weather related,Wildfire,5
USA,United States,2019,2019-08-14,"USA: Storm/Lightning - Savannah, Chatham County (Georgia) - 14/8/2019",Weather related,Storm,2
USA,United States,2019,2019-10-16,USA: Wildfire (Elk) - Colorado (Larimer County) - 16/10/2019,Weather related,Wildfire,130
USA,United States,2019,2019-05-25,"USA: Tornado - El  Reno, Canadian County (Oklahoma) - 25/5/2019",Weather related,Storm,41
USA,United States,2019,2019-01-08,"USA: Sinkhole - Marion, McDowell county (North Carolina) - 8/1/2019",Geophysical,Dry mass movement,81
USA,United States,2019,2019-03-13,USA: Flooding - South Dakota - 13/3/2019,Weather related,Flood,1860
USA,United States,2019,2019-06-12,USA: Flood - Burlington; Camden; Gloucester counties (New Jersey) - 12/6/2019,Weather related,Flood,156
USA,United States,2019,2019-07-08,"USA: Flooding - Kearney, Buffalo County (Nebraska) - 8/7/2019",Weather related,Flood,255
USA,United States,2019,2019-06-15,USA: Tornadoes - Indiana - 15/6/2019,Weather related,Storm,91
USA,United States,2020,2020-03-05,USA: Wildfire - Nebraska (Sarpy County) - 5/3/2020,Weather related,Wildfire,120
USA,United States,2020,2020-04-12,USA: Tornado - Georgia (Walker County) - 12/04/2020,Weather related,Storm,29
USA,United States,2020,2020-07-18,USA: Storm - North Carolina (Wake County) - 18/07/2020,Weather related,Storm,3
USA,United States,2020,2020-07-21,USA: Storm - Florida (Pasco County) - 21/07/2020,Weather related,Storm,2
USA,United States,2020,2020-07-21,USA: Storm - Virginia (Henrico County) - 21/07/2020,Weather related,Storm,10
USA,United States,2020,2020-10-08,USA: Storm - New York (Herkimer County) - 08/10/2020,Weather related,Storm,5
USA,United States,2020,2020-10-07,USA: Storm - New York (Schenectady County) - 07/10/2020,Weather related,Storm,6
USA,United States,2020,2020-08-29,USA: Storm - Texas (Tarrant County) - 29/08/2020,Weather related,Storm,35
USA,United States,2020,2020-08-22,USA: Storm - Texas (Tom Green County) - 22/08/2020,Weather related,Storm,95
USA,United States,2020,2020-08-19,USA: Tornado - Florida (Volusia County) - 19/08/2020,Weather related,Storm,39
USA,United States,2020,2020-08-15,USA: Storm - Virginia (Chesterfield County) - 15/08/2020,Weather related,Storm,390
USA,United States,2020,2020-08-10,USA: Storm (Derecho) - Iowa - 10/08/2020,Weather related,Storm,21510
USA,United States,2020,2020-11-15,USA: Wind Storm - New York (Chautauqua and Erie Counties) - 14/11/2020,Weather related,Storm,33
USA,United States,2020,2020-10-23,USA: Lightning - Wisconsin (Appleton) - 23/10/2020,Weather related,Storm,16
USA,United States,2020,2020-11-15,USA: Flooding - Connecticut (Middlesex county) - 15/11/2020,Weather related,Storm,5
USA,United States,2020,2020-10-17,"USA: Brush Fire - California (Vacaville, Solano County) - 17/10/2020",Weather related,Wildfire,260
USA,United States,2020,2020-11-07,USA: Grass fire - Idaho (Fort Hall Reservation) - 07/11/2020,Weather related,Wildfire,5
USA,United States,2020,2020-12-23,USA: Wildfire (Creek) - California (San Diego County) - 23/12/2020,Weather related,Wildfire,7000
USA,United States,2020,2020-09-05,USA: Wildfire (Valley) - California (San Diego County) - 05/09/2020,Weather related,Wildfire,12000
USA,United States,2020,2020-08-16,USA: Wildfire (CZU Lightning Complex) - California (Santa Cruz and San Mateo) - 16/08/2020,Weather related,Wildfire,77833
USA,United States,2020,2020-12-02,USA: Wildfire (Bond) - California (Orange County) - 02/12/2020,Weather related,Wildfire,61555
USA,United States,2020,2020-08-16,"USA: Wildfire (Beachie Creek/Lionshead Complex) - Oregon (Marion, Clackamas, Linn and Jefferson counties) - 16/08/2020",Weather related,Wildfire,60779
USA,United States,2020,2020-08-17,USA: Wildfire (LNU Lightning Complex) - California (Napa County) - 17/08/2020,Weather related,Wildfire,81400
USA,United States,2020,2020-09-07,USA: Wildfire (Clackamas County Complex) - Oregon (Clackamas County) - 07/09/2020,Weather related,Wildfire,80000
USA,United States,2020,2020-08-13,USA: Wildfire (Cameron Peak) - Colorado (Larimer County) - 13/08/2020,Weather related,Wildfire,42020
USA,United States,2020,2020-10-26,USA: Wildfire (Silverado) - California (Orange County) - 26/10/2020,Weather related,Wildfire,60000
USA,United States,2020,2020-10-26,"USA: Wildfire (Blue Ridge) - California (Orange, Riverside, San Bernardino) - 26/10/2020",Weather related,Wildfire,26162
USA,United States,2020,2020-10-17,USA: Wildfire (Calwood) - Colorado (Boulder County) - 17/10/2020,Weather related,Wildfire,2984
USA,United States,2020,2020-10-15,USA: Wildfire (Horse) - Arizona (Yavapai County) - 15/10/2020,Weather related,Wildfire,90
USA,United States,2020,2020-10-17,"USA: Wildfire (Range) - Utah (Orem, Utah County) - 17/10/2020",Weather related,Wildfire,31
USA,United States,2020,2020-09-09,USA: Wildfire (Almeda Drive) - Oregon (Jackson County) - 09/09/2020,Weather related,Wildfire,40408
USA,United States,2020,2020-11-17,USA: Wildfire (Laura 2) - California (Lassen County) - 17/11/2020,Weather related,Wildfire,49
USA,United States,2020,2020-11-17,USA: Wildfire (Pinehaven) - Nevada (Washoe County) - 17/11/2020,Weather related,Wildfire,1000
USA,United States,2020,2020-11-17,USA: Wildfire (Mountain View) - California (Mono County) - 17/11/2020,Weather related,Wildfire,800
USA,United States,2020,2020-10-12,USA: Wildfire (East Troublesome) - Colorado (Grand County) - 12/10/2020,Weather related,Wildfire,35087
USA,United States,2020,2020-11-01,USA: Wildfire (Cypress) - California (San Bernardino County) - 01/11/2020,Weather related,Wildfire,338
USA,United States,2020,2020-11-19,USA: Wildfire (Bear Creek) - Colorado (El Paso County) - 19/11/2020,Weather related,Wildfire,611
USA,United States,2020,2020-09-07,USA: Wildfire (Apple Acres) - Washington (Chelan County) - 07/09/2020,Weather related,Wildfire,798
USA,United States,2020,2020-09-07,USA: Wildfire (Ether Hollow) - Utah (Utah County) - 07/09/2020,Weather related,Wildfire,500
USA,United States,2020,2020-08-12,USA: Wildfire (Lake) - California (Los Angeles County) - 12/08/2020,Weather related,Wildfire,260
USA,United States,2020,2020-09-06,USA: Wildfire (Bobcat) - California (Los Angeles) - 06/09/2020,Weather related,Wildfire,8000
USA,United States,2020,2020-09-08,USA: Wildfire (Holiday Farm/McKenzie) - Oregon (Lane County) - 08/09/2020,Weather related,Wildfire,1121
USA,United States,2020,2020-08-19,USA: Wildfire (SQF Complex) - California (Tulare) - 19/08/2020,Weather related,Wildfire,6799
USA,United States,2020,2020-09-07,USA: Wildfire (244th Command) - Washington (Pierce County) - 07/09/2020,Weather related,Wildfire,100
USA,United States,2020,2020-07-23,"Mexico, USA: Tropical Storm Hanna - 23/07/2020",Weather related,Storm,1690
USA,United States,2020,2020-06-02,USA; Mexico: Tropical Storm Cristobal - 7 States (SouthEast) - 02/06/2020,Weather related,Storm,1446
USA,United States,2020,2020-09-27,USA: Wildfire (Zogg) - California (Shasta County) - 27/09/2020,Weather related,Wildfire,2500
USA,United States,2020,2020-09-27,USA: Wildfire (Glass) - California (Napa and Sonoma Counties) - 27/09/2020,Weather related,Wildfire,61276
USA,United States,2020,2020-09-17,USA: Wildfire (Mullen) - Wyoming (Albany and Carbon Counties) - 17/09/2020,Weather related,Wildfire,1440
USA,United States,2020,2020-09-12,USA: Wildfire (Battle Creek 2) - Utah (Utah County) - 12/09/2020,Weather related,Wildfire,88
USA,United States,2020,2020-09-28,"USA: Wildfire (Martindale) - California (Santa Clarita, Los Angeles County) - 28/09/2020",Weather related,Wildfire,31
USA,United States,2020,2020-08-17,"USA: Wildfire (North Complex - includes Bear) - California (Butte, Plumas and Yuba counties) - 17/08/2020",Weather related,Wildfire,39450
USA,United States,2020,2020-08-18,USA: Wildfire (Palmer) - Washington (Okanogan) - 18/08/2020,Weather related,Wildfire,398
USA,United States,2020,2020-08-16,USA: Wildfire (River) - California (Monterey County) - 16/08/2020,Weather related,Wildfire,21564
USA,United States,2020,2020-08-06,USA: Grass fire - Texas (Williamson County) - 06/08/2020,Weather related,Wildfire,208
USA,United States,2020,2020-08-07,USA: Wildfire (Parleys) - Utah (Salt Lake County) - 07/08/2020,Weather related,Wildfire,500
USA,United States,2020,2020-08-09,USA: Wildfire (6400) - Utah (Duchesne County) - 09/08/2020,Weather related,Wildfire,3
USA,United States,2020,2020-08-03,USA: Wildfire (Stagecoach) - California (Kern County) - 03/08/2020,Weather related,Wildfire,60
USA,United States,2020,2020-07-30,USA: Wildfire (45) - Colorado (Mesa County) - 30/07/2020,Weather related,Wildfire,52
USA,United States,2020,2020-09-06,USA: Wildfire (Cold Springs/Pearl Hill) - Washington (Douglas and Okanogan County) - 06/09/2020,Weather related,Wildfire,1555
USA,United States,2020,2020-09-05,USA: Wildfire (EL Dorado) - California (San Bernardino County) - 05/09/2020,Weather related,Wildfire,21000
USA,United States,2020,2020-09-05,USA: Wildfire (Creek) - California (Fresno and Madera) - 05/09/2020,Weather related,Wildfire,25043
USA,United States,2020,2020-09-02,USA: Wildfire (Bobcat) - Montana (Musselshell and Yellowstone) - 02/09/2020,Weather related,Wildfire,400
USA,United States,2020,2020-09-02,"USA: Wildfire (Snider/Rice Complex) - Montana (Rosebud, Cluster and Powder River) - 02/09/2020",Weather related,Wildfire,3156
USA,United States,2020,2020-09-07,USA: Wildfire (Brattain) - Oregon (Lake County) - 07/09/2020,Weather related,Wildfire,626
USA,United States,2020,2020-09-08,"USA: Wildfire (Slater) - California (Siskiyou County), Oregon (Josephine County) - 08/09/2020",Weather related,Wildfire,4600
USA,United States,2020,2020-01-11,USA: Tornado - Ohio (Miami County) - 11/1/2020,Weather related,Storm,10
USA,United States,2020,2020-01-11,USA: Tornado - Texas (Nacogdoches County) - 11/1/2020,Weather related,Storm,1
USA,United States,2020,2020-01-10,USA: Tornado - Arkansas (Logan County) - 10/1/2020,Weather related,Storm,13
USA,United States,2020,2020-01-11,USA: Tornado - Alabama (Pickens County) - 11/1/2020,Weather related,Storm,25
USA,United States,2020,2020-02-06,USA: Tornado - South Carolina (Spartanburg County) - 6/2/2020,Weather related,Storm,100
USA,United States,2020,2020-01-10,USA: Tornado - Missouri (Polk County) - 10/1/2020,Weather related,Storm,13
USA,United States,2020,2020-05-17,USA: Tornado - Louisiana (Acadia Parish) - 17/05/2020,Weather related,Storm,13
USA,United States,2020,2020-03-03,USA: Tornadoes - Tennessee - 3/3/2020,Weather related,Storm,1508
USA,United States,2020,2020-03-28,USA: Tornado - Arkansas (Craighead County) - 28/03/2020,Weather related,Storm,216
USA,United States,2020,2020-02-05,USA: Tornado - Mississippi (Yazoo County) - 5/2/2020,Weather related,Storm,4
USA,United States,2020,2020-02-07,USA: Tornado - Virginia (Loudoun County) - 7/2/2020,Weather related,Storm,14
USA,United States,2020,2020-04-25,USA: Tornado - South Carolina (Greenville County) - 25/04/2020,Weather related,Storm,5
USA,United States,2020,2020-04-13,USA: Tornado - Georgia (Coffee County) - 13/04/2020,Weather related,Storm,8
USA,United States,2020,2020-04-12,USA: Tornado - Louisiana (Ouachita Parish) - 12/04/2020,Weather related,Storm,663
USA,United States,2020,2020-04-12,USA: Tornado - Louisiana (DeSoto Parish) - 12/04/2020,Weather related,Storm,57
USA,United States,2020,2020-04-12,USA: Tornado - Georgia (Murray County) - 12/04/2020,Weather related,Storm,91
USA,United States,2020,2020-04-12,USA: Tornado - Tennessee (Hamilton County) - 12/04/2020,Weather related,Storm,1617
USA,United States,2020,2020-04-08,USA: Tornado - Arkansas (Poinsett County) - 08/04/2020,Weather related,Storm,75
USA,United States,2020,2020-04-08,USA: Tornado - Georgia (Berrien County) - 08/04/2020,Weather related,Storm,3
USA,United States,2020,2020-03-28,USA: Tornado - Iowa (Fayette County) - 28/03/2020,Weather related,Storm,31
USA,United States,2020,2020-04-22,USA: Tornadoes - Louisiana (DeSoto Parish) - 22/04/2020,Weather related,Storm,52
